"original_text","final_text","sentiment","sentiment_label","__index_level_0__"
"kebiasaan ya tiap ganti petinggi langsung ganti kebijakan, gak cuma di dinas pendidikan tapi pemerintahan yang lainnya juga. ya pantes aja ga maju maju","kebiasaan ya tiap ganti petinggi langsung ganti kebijakan, gak cuma di dinas pendidikan tapi pemerintahan yang lainnya juga. ya pantes aja ga maju maju",2,"positive",8645
"@grok @dosopriyanto @susipudjiastuti @prabowo Sebagai gambarannya sesulit apa? Tolong kasih ilustrasi dengan bahasa ekonomi","sebagai gambarannya sesulit apa? tolong kasih ilustrasi dengan bahasa ekonomi",1,"neutral",6556
"👊 Pasukan Berani Mati Gus Dur 2001 🥋 adalah sebuah kelompok yang dibentuk pada masa pemerintahan Presiden Abdurrahman Wahid (Gus Dur) pada tahun 2001. Kelompok ini terdiri dari para pendukung Gus Dur yang siap mempertahankan pemerintahan dan kebijakan-kebijakannya. https://t.co/GpriP9FlMm","👊 pasukan berani mati gus dur 2001 🥋 adalah sebuah kelompok yang dibentuk pada masa pemerintahan presiden abdurrahman wahid (gus dur) pada tahun 2001. kelompok ini terdiri dari para pendukung gus dur yang siap mempertahankan pemerintahan dan kebijakan-kebijakannya.",0,"negative",9064
"@jejakrasa___ @prabowo @gibran_tweet lihat tuh rakyatmu.","lihat tuh rakyatmu.",1,"neutral",2944
"@geloraco Dlm kondisi 'darurat' kebijakan Trump,solusi tepat y.i.Prabowo hrs prioritaskan Program Jangka Pendek  : 1.Stop dulu MBG; 2.Atasi segera Pengangguran &amp; kemiskinan yg meningkat drastis,3.Aktifkan Bulog+Dolog di Pemda via Pasar Murah tuk LAWAN MAFIA..@prabowo","dlm kondisi 'darurat' kebijakan trump,solusi tepat y.i.prabowo hrs prioritaskan program jangka pendek : 1.stop dulu mbg; 2.atasi segera pengangguran &amp; kemiskinan yg meningkat drastis,3.aktifkan bulog+dolog di pemda via pasar murah tuk lawan mafia..",1,"neutral",7567
"@kegblgnunfaedh Akan dikenang dengan program yang dipaksakan dan tidak tepat sasaran. Secara ga langsung membentuk citra presiden itu sendiri nanti dimata masyarakat...siapa selanjutnya yang akan memperbaiki itu...? Prabowo diposisikan serba salah, ga dilanjutin ntar janji kampanye gmana?","akan dikenang dengan program yang dipaksakan dan tidak tepat sasaran. secara ga langsung membentuk citra presiden itu sendiri nanti dimata masyarakat...siapa selanjutnya yang akan memperbaiki itu...? prabowo diposisikan serba salah, ga dilanjutin ntar janji kampanye gmana?",2,"positive",3447
"Stabilitas Ekonomi terus dijaga Pemerintah Indonesia #EkonomiAman
#EkonomiTerjaga
#EkonomiBerkelanjutan
#RupiahKuat https://t.co/7vuuYyXdBm","stabilitas ekonomi terus dijaga pemerintah indonesia",2,"positive",9583
"Pemerintahan Presiden Prabowo Subianto sudah berjalan selama 100 hari. Banyak janji kampanye yang mulai dia jalankan. Tapi apakah pontennya memuaskan? #jelasindong https://t.co/xlINdIc3Ed","pemerintahan presiden prabowo subianto sudah berjalan selama 100 hari. banyak janji kampanye yang mulai dia jalankan. tapi apakah pontennya memuaskan?",2,"positive",3530
"@tokotanX @leedokye0m_ INI KAYAK MANTAN BOS GW tapi kami bukan di pemerintahan. Head tapi ga bisa basa enggres, masalah teknis jg belibet, malah kerjaan dia hampir ge semua yg gendong. Bener2 ada dan ga ada dia ga ada bedanya. Malah better dia kaga ada soalnya bikin EMOSI","ini kayak mantan bos gw tapi kami bukan di pemerintahan. head tapi ga bisa basa enggres, masalah teknis jg belibet, malah kerjaan dia hampir ge semua yg gendong. bener2 ada dan ga ada dia ga ada bedanya. malah better dia kaga ada soalnya bikin emosi",0,"negative",8624
"Di pemerintahan presiden Prabowo kinerja Kemensos benar² di genjot.
Kali ini Presiden Prabowo Subianto memerintahkan agar pembangunan sekolah rakyat dipercepat.
Sekolah rakyat diperuntukkan bagi anak dari keluarga kurang mampu &amp; miskin ekstrem.

Ayo semangat @KemensosRI","di pemerintahan presiden prabowo kinerja kemensos benar² di genjot. kali ini presiden prabowo subianto memerintahkan agar pembangunan sekolah rakyat dipercepat. sekolah rakyat diperuntukkan bagi anak dari keluarga kurang mampu &amp; miskin ekstrem. ayo semangat",2,"positive",3310
"@susipudjiastuti @prabowo Kalau ide sy buat ruang di Danantara untuk rakyat yg suka main judol, masukan uangnya di Danantara dengan syarat uang yg di masukan bisa dapat bunga dan bunganya harus lebih besar dari deposito di bank.","kalau ide sy buat ruang di danantara untuk rakyat yg suka main judol, masukan uangnya di danantara dengan syarat uang yg di masukan bisa dapat bunga dan bunganya harus lebih besar dari deposito di bank.",2,"positive",5464
"100 hari pertama, dua lembaga survey terpercaya Litbang Kompas dan Indikator Politik Indonesia menyebutkan publik puas dengan kinerja pemerintahan Presiden Prabowo-Gibran. https://t.co/buJExY3QA5","100 hari pertama, dua lembaga survey terpercaya litbang kompas dan indikator politik indonesia menyebutkan publik puas dengan kinerja pemerintahan presiden prabowo-gibran.",2,"positive",3700
"Di Forum Ekonomi Terbesar se-Asia, Menko AHY Tegaskan Infrastruktur Harus Melayani Masyarakat*

TIONGKOK – Menteri Koordinator Bidang Infrastruktur dan Pembangunan Kewilayahan, Agus Harimurti Yudhoyono (Menko AHY), menegaskan bahwa pembangunan di era kepemimpinan Presiden Prabowo https://t.co/abb93zATL6","di forum ekonomi terbesar se-asia, menko ahy tegaskan infrastruktur harus melayani masyarakat* tiongkok – menteri koordinator bidang infrastruktur dan pembangunan kewilayahan, agus harimurti yudhoyono (menko ahy), menegaskan bahwa pembangunan di era kepemimpinan presiden prabowo",2,"positive",302
"@jadisayaisi Th 2029 Presiden Indonesia adalah @pramonoanung @Andikaperkasa01 👍 menggantikan 
@prabowo @gibran_tweet 😭","th 2029 presiden indonesia adalah 👍 menggantikan 😭",1,"neutral",2782
"*100 Hari Kabinet Merah-Putih, Menko AHY: Infrastruktur Kunci Ketahanan Pangan dan Kesejahteraan Rakyat* https://t.co/T9GTqsQgOW","*100 hari kabinet merah-putih, menko ahy: infrastruktur kunci ketahanan pangan dan kesejahteraan rakyat*",2,"positive",4379
"@Dahnilanzar @prabowo Jika semua bahan baku industri dlm negeri (farmasi, tempe, otomotif, dsb) import, mk pasti ongkos produksinya melangit, sebab utk membeli bahan baku tsb pk US$. Siapa pengusaha umkm berani jual murah produknya berdsrkan analisis untung-rugi.","jika semua bahan baku industri dlm negeri (farmasi, tempe, otomotif, dsb) import, mk pasti ongkos produksinya melangit, sebab utk membeli bahan baku tsb pk us$. siapa pengusaha umkm berani jual murah produknya berdsrkan analisis untung-rugi.",1,"neutral",5684
"100 HARI KERJA JANGAN LUPA NGAJI!!!

#100hariprabowo
#kabinet
#CRYPTO
#rupiahmelemah

https://t.co/JwjmtiJpIe","100 hari kerja jangan lupa ngaji!!!",0,"negative",4336
"Prabowo: Mualem, Saya masih Punya Utang, Saya Janji akan ke Aceh

https://t.co/8es09EPAwg","prabowo: mualem, saya masih punya utang, saya janji akan ke aceh",2,"positive",6712
"@detikcom Yang harus ditindak nggelibet di sebelah Presiden Prabowo, bagaimana mau menindaknya?  Pura pura gak lihat dan pura pura gak tahu.","yang harus ditindak nggelibet di sebelah presiden prabowo, bagaimana mau menindaknya? pura pura gak lihat dan pura pura gak tahu.",1,"neutral",2227
"UU TNI berpotensi menghidupkan kembali Dwifungsi ABRI yang sudah dihapus presiden Gusdur

Emak-emak keren demo menolak UU TNI

#TolakUUTNI
#TolakRUUKejaksaan
https://t.co/PCkjakV276","uu tni berpotensi menghidupkan kembali dwifungsi abri yang sudah dihapus presiden gusdur emak-emak keren demo menolak uu tni",1,"neutral",667
"@ARSIPAJA Kalo sampe kaum intelek mau nyerang negara gr2 dibayar asing, berarti either:
1. Pemerintahan super duper bobrok sampe ga ketolong lg dan yg pinter mikir mending sama asing atau,
2. Rakyat lu udah miskin semiskin2nya ga bisa makan sampe duit ga seberapa aja diembat","kalo sampe kaum intelek mau nyerang negara gr2 dibayar asing, berarti either: 1. pemerintahan super duper bobrok sampe ga ketolong lg dan yg pinter mikir mending sama asing atau, 2. rakyat lu udah miskin semiskin2nya ga bisa makan sampe duit ga seberapa aja diembat",0,"negative",9137
"@grok @freethink32 @Dennysiregar7 @prabowo @Gerindra Apakah kontroversi dana hibah dari Telkomsel untuk produksi film akan menjadi perkara hukum?","apakah kontroversi dana hibah dari telkomsel untuk produksi film akan menjadi perkara hukum?",0,"negative",8378
"Seskab Teddy hadir di garda depan Sarasehan Ekonomi Nasional! 🇮🇩
Menegaskan komitmen kuat pemerintah dalam membangun ekonomi yang mandiri dan berdaulat. Saatnya Indonesia berdiri di atas kaki sendiri dan melangkah pasti menuju masa depan yang lebih kuat! https://t.co/dPWZwDUW5b","seskab teddy hadir di garda depan sarasehan ekonomi nasional! 🇮🇩 menegaskan komitmen kuat pemerintah dalam membangun ekonomi yang mandiri dan berdaulat. saatnya indonesia berdiri di atas kaki sendiri dan melangkah pasti menuju masa depan yang lebih kuat!",2,"positive",10024
"✅ Pemerintah: Sertifikasi halal bantu dorong ekonomi &amp; tarik devisa dari pasar halal global.
✅ Pelaku Usaha: Buka pintu ekspor, perluas pasar, dan tingkatkan kredibilitas brand.
✅ Masyarakat: Dapat jaminan kenyamanan &amp; keamanan konsumsi sesuai syariat Islam.
. https://t.co/v36ZyVj0z8","✅ pemerintah: sertifikasi halal bantu dorong ekonomi &amp; tarik devisa dari pasar halal global. ✅ pelaku usaha: buka pintu ekspor, perluas pasar, dan tingkatkan kredibilitas brand. ✅ masyarakat: dapat jaminan kenyamanan &amp; keamanan konsumsi sesuai syariat islam. .",2,"positive",9817
"Kami bekerja pak @YandriSusanto
Bayarkan gaji kami.
Kami lolos Evaluasi, tidak ada dasar PHK dari bapak.
Bantu kami pak Presiden @prabowo
#1040PendampingDesaDiPHKKemendesa
#1040PendampingDesaTidakDibayarGaji
@prabowo
@Gerindra 
@gibran_tweet 
@cakimiNOW 
@zainul_munas","kami bekerja pak bayarkan gaji kami. kami lolos evaluasi, tidak ada dasar phk dari bapak. bantu kami pak presiden",0,"negative",770
"@AntoniusCDN @ptjmto @prabowo @erickthohir @KangManto123 @TOM5helby @M45Broo_ @Anak__Ogi @Ary_PrasKe2 @barengwarga @CakKhum @ch_chotimah2 @denni_sauya @TaliUdeng Semoga ada diskon toll.","semoga ada diskon toll.",1,"neutral",8091
"Bangun guys, ekonomi Indo makin ancur. Baru 3 bulan, nilai rupiah udah turun 8.3% terhadap poundsterling.

Hari ini £1 = Rp22,020. Kerja gak sih lo pada @prabowo @KemenkeuRI @bank_indonesia https://t.co/umptiytoAQ","bangun guys, ekonomi indo makin ancur. baru 3 bulan, nilai rupiah udah turun 8.3% terhadap poundsterling. hari ini £1 = rp22,020. kerja gak sih lo pada",0,"negative",5024
"#Repost @kemenhub151
Repost @sekretariat.kabinet 

Menengok 100 hari kemarin.
Melangkah ke depan dengan optimistis.

— TIW —
#CatatanSeskab","repost menengok 100 hari kemarin. melangkah ke depan dengan optimistis. — tiw —",1,"neutral",4696
"100 hari pertama Kabinet Merah Putih telah berjalan. Sejumlah kebijakan strategis demi mewujudkan Asta Cita telah ditetapkan.

#PLN #PLNUntukIndonesia #AcceleratingRenewableEnergy 
#BUMNDukungAstaCita
#PLNNusantaraPower #EmpoweringNusantara #GoBeyondPower #EnergizingTheFuture https://t.co/RJDv2ZSwsD","100 hari pertama kabinet merah putih telah berjalan. sejumlah kebijakan strategis demi mewujudkan asta cita telah ditetapkan.",1,"neutral",4437
"@FelixSGL1 @maripadusan Awalnya kan tim ekonomi prabowo ngusulin smi, trs prabowo suruh smi ngadep sby di cikeas, trs sby ke istana, abis tuhh jokowi ikutan bujuk prabowo","awalnya kan tim ekonomi prabowo ngusulin smi, trs prabowo suruh smi ngadep sby di cikeas, trs sby ke istana, abis tuhh jokowi ikutan bujuk prabowo",1,"neutral",5285
"@reeena1010 @tempodotco Aneh emang, selalu ngasih solusi utk sesuatu jangka pendek. Sekelas presiden seharusnya bikin solusi jangka panjang, dengan bikin kebijakan yg melindungi tenaga kerja atau sejenisnya","aneh emang, selalu ngasih solusi utk sesuatu jangka pendek. sekelas presiden seharusnya bikin solusi jangka panjang, dengan bikin kebijakan yg melindungi tenaga kerja atau sejenisnya",2,"positive",37
"Koordinator Bidang Infrastruktur dan Pembangunan Kewilayahan, Agus Harimurti Yudhoyono (Menko AHY), dalam diskusi publik ""100 Hari Kabinet 100 Menteri"", yang diselenggarakan oleh Majelis Nasional KAHMI di Jakarta, Jumat (31/01/2025).","koordinator bidang infrastruktur dan pembangunan kewilayahan, agus harimurti yudhoyono (menko ahy), dalam diskusi publik ""100 hari kabinet 100 menteri"", yang diselenggarakan oleh majelis nasional kahmi di jakarta, jumat (31/01/2025).",1,"neutral",4381
"@sceokjiin Presiden Prabowo dan Ray Dalio sinergi agar Ekonomi Kokoh makin terlihat nyata dalam investasi #KebijakanTepatEkonomiKokoh","presiden prabowo dan ray dalio sinergi agar ekonomi kokoh makin terlihat nyata dalam investasi",1,"neutral",1729
"@kompascom - pemerintah jgn korupsi 
- jgn bagi bansos utk kepentingan politik - pemerataan ekonomi 
- pemerintah itu pelayan publik bukan penguasa
- pejabat kerja yg bener","- pemerintah jgn korupsi - jgn bagi bansos utk kepentingan politik - pemerataan ekonomi - pemerintah itu pelayan publik bukan penguasa - pejabat kerja yg bener",0,"negative",9674
"@hexagrap_id Gotong royong jadi solusi, Prabowo buka akses cek kesehatan gratis buat semua","gotong royong jadi solusi, prabowo buka akses cek kesehatan gratis buat semua",2,"positive",7400
"To Indonesian protesters, for next protests, learn how to make molotov bomb, &amp; prepare lots of them &amp; throw them all at the police. Treasonous Fascist Western Puppet Government of Prabowo &amp; Gibran MUST BE TOPPLED. Otherwise 🇮🇩 can't be independent &amp; prosperous. #IndonesiaGelap","to indonesian protesters, for next protests, learn how to make molotov bomb, &amp; prepare lots of them &amp; throw them all at the police. treasonous fascist western puppet government of prabowo &amp; gibran must be toppled. otherwise 🇮🇩 can't be independent &amp; prosperous.",1,"neutral",2037
"@TxtdariHI @prabowo Kalem min kn udh ad makan siang gratis 15rb ehhh 10rb ehhh ... Dh 🤡","kalem min kn udh ad makan siang gratis 15rb ehhh 10rb ehhh ... dh 🤡",2,"positive",7937
"@WidasSatyo Indonesia kalo diajak diskusi nanti ga nyambung, Prabowo masi bingung MBG sama danantara","indonesia kalo diajak diskusi nanti ga nyambung, prabowo masi bingung mbg sama danantara",0,"negative",5427
"100 HARI KABINET MERAH PUTIH 

100 hari pertama Kabinet Merah Putih telah berjalan. Sejumlah kebijakan strategis demi mewujudkan Asta Cita telah ditetapkan.

#PLN #PLNUntukIndonesia #AcceleratingRenewableEnergy #Swasembadaenergi
#BUMNDukungAstaCita https://t.co/6zvwq4vuDN","100 hari kabinet merah putih 100 hari pertama kabinet merah putih telah berjalan. sejumlah kebijakan strategis demi mewujudkan asta cita telah ditetapkan.",1,"neutral",3813
"@FradaRandi1 Prabowo bawa angin segar ekonomi: mitra dagang diperluas, SDA dikelola lebih baik, konsumsi domestik jadi fokus","prabowo bawa angin segar ekonomi: mitra dagang diperluas, sda dikelola lebih baik, konsumsi domestik jadi fokus",2,"positive",6964
"Ciptakan Ketahanan Pangan, Polres Sibolga Dukung Rencana Kerja 100 Hari Presiden RI https://t.co/mwMVyvYtEw","ciptakan ketahanan pangan, polres sibolga dukung rencana kerja 100 hari presiden ri",1,"neutral",1049
"@GasMedsos66731 Pemerintah harus bertanggung jawab.karna telah gagal dalam menciptakan lapangan pekerjaan untuk rakyatnya sendiri.pikirin dong pa presiden jangan hanya bisa menyalahkan","pemerintah harus bertanggung jawab.karna telah gagal dalam menciptakan lapangan pekerjaan untuk rakyatnya sendiri.pikirin dong pa presiden jangan hanya bisa menyalahkan",0,"negative",721
"@NenkMonica Si Permadi ini pendukung loyalis Zionis pembantai rakyat Palestina, ini adalah contoh buruk pemerintahan Prabowo Gibran yg merekrut manusia Dajjal pemecah bangsa penjilat Zionis sejati ini. Kita sebagai rakyat Indonesia yg Pro Palestina sudah layaknya boikot pemerintqhan Prabowo","si permadi ini pendukung loyalis zionis pembantai rakyat palestina, ini adalah contoh buruk pemerintahan prabowo gibran yg merekrut manusia dajjal pemecah bangsa penjilat zionis sejati ini. kita sebagai rakyat indonesia yg pro palestina sudah layaknya boikot pemerintqhan prabowo",0,"negative",9337
"Presiden kita itu lagi ninggalin perangai, sampai 100 hari ke depan bakalan banyak lagi kebijakan-kebijakan ajaib beliau jadi sabar aja, setelah itu presiden kita ganti ke gibran kok dan akan menjadi the best president ever in the world.","presiden kita itu lagi ninggalin perangai, sampai 100 hari ke depan bakalan banyak lagi kebijakan-kebijakan ajaib beliau jadi sabar aja, setelah itu presiden kita ganti ke gibran kok dan akan menjadi the best president ever in the world.",2,"positive",1503
"Halo #SobATRBPN Kabupaten Bantul 🙌

Simak bersama yuk video rekap 100 Hari Kerja Bersama Kabinet Merah Putih Presiden Prabowo Subianto berikut.

Melangkah ke depan dengan Optimis 🇮🇩🇮🇩🇮🇩

Tonton sampai selesai dan selamat menyaksikan ya, Sob☝🏼
https://t.co/wWTVeXx4RY","halo kabupaten bantul 🙌 simak bersama yuk video rekap 100 hari kerja bersama kabinet merah putih presiden prabowo subianto berikut. melangkah ke depan dengan optimis 🇮🇩🇮🇩🇮🇩 tonton sampai selesai dan selamat menyaksikan ya, sob☝🏼",2,"positive",4718
"Kepada yang terhormat Bapak presiden @prabowo Untuk bisa bantu kegelisahan kami Guru Indonesia dengan kebijakan pembantu kerja bapak di @kemenpanRb Kebijakan yang membuat kami semua CASN di seluruh Indonesia kecewa
#INDONESIACEMAS
 #SAVECASN2024 #TOLAKKEBIJAKANTMTSERENTAK https://t.co/DLyFlevrQb","kepada yang terhormat bapak presiden untuk bisa bantu kegelisahan kami guru indonesia dengan kebijakan pembantu kerja bapak di kebijakan yang membuat kami semua casn di seluruh indonesia kecewa",0,"negative",1702
"Pak Presiden @prabowo
tolong bantu kami pendamping desa ex caleg tidak dibayarkan gajinya oleh pak @YandriSusanto
Kemendesa padahal kami sudah kerja
#1040PendampingDesaDiPHKKemendesa
#1040PendampingDesaTidakDibayarGaji
#IndonesiaGelap
@prabowo
@Gerindra https://t.co/wUvhkvw0SJ","pak presiden tolong bantu kami pendamping desa ex caleg tidak dibayarkan gajinya oleh pak kemendesa padahal kami sudah kerja",0,"negative",286
"prabowo emang visioner, solusi siap sedia https://t.co/pNao3XWfha","prabowo emang visioner, solusi siap sedia",2,"positive",7331
"@bacottetangga__ aku bantu tag @prabowo @gibran_tweet @KemenPU","aku bantu tag",1,"neutral",2722
"Pak @DivHumas_Polri @ListyoSigitP @CCICPolri gimana nih?

Coba baca &amp; renungkan jika masih punya ...

Cc : Pak @prabowo @gibran_tweet","pak gimana nih? coba baca &amp; renungkan jika masih punya ... cc : pak",1,"neutral",1979
"@FradaRandi1 Presiden Prabowo berfokus pada perluasan mitra dagang, hilirisasi SDA, dan konsumsi domestik hadapi tarif AS","presiden prabowo berfokus pada perluasan mitra dagang, hilirisasi sda, dan konsumsi domestik hadapi tarif as",1,"neutral",7725
"Kejaksaan RI melalui Jaksa Agung Muda Bidang Intelijen (JAM INTEL) mencatat capaian kinerja di bawah Kepemimpinan Jaksa Agung ST Burhanuddin dalam mendukung program Prioritas Presiden Prabowo Subianto dan Wakil Presiden Gibran Rakabuming Raka, selama 100 hari https://t.co/vTVZqpCKNO","kejaksaan ri melalui jaksa agung muda bidang intelijen (jam intel) mencatat capaian kinerja di bawah kepemimpinan jaksa agung st burhanuddin dalam mendukung program prioritas presiden prabowo subianto dan wakil presiden gibran rakabuming raka, selama 100 hari",2,"positive",3622
"Saya hanya bisa kasih saran Tulisan Pak Sukidi bang. Sekaligus mengkritisi tentang pemerintahan @prabowo Ciptakan lapangan kerja sektor informal. Pangkas keribetan Birokrasi. Tangkap semua koruptor tanpa pandang bulu. Masa kita akan kalah dengan Vietnam https://t.co/0Z9GzvBVCw","saya hanya bisa kasih saran tulisan pak sukidi bang. sekaligus mengkritisi tentang pemerintahan ciptakan lapangan kerja sektor informal. pangkas keribetan birokrasi. tangkap semua koruptor tanpa pandang bulu. masa kita akan kalah dengan vietnam",0,"negative",8370
"""Tingkat Korupsi di RI sudah Sangat Mengkhawatirkan.

Korupsi menyebabkan menurunnya bidang pendidikan, riset dan pengembangan.

Kami bertekad untuk mewujudkan pemerintahan yang bersih"" (Prabowo, 14/2/2025)

#GantungKoruptorOCCRP
#GantungKoruptorOCCRP https://t.co/K9kCsCB9BF","""tingkat korupsi di ri sudah sangat mengkhawatirkan. korupsi menyebabkan menurunnya bidang pendidikan, riset dan pengembangan. kami bertekad untuk mewujudkan pemerintahan yang bersih"" (prabowo, 14/2/2025)",0,"negative",8729
"@bang_oscar99 @prabowo https://t.co/FOr1hqCcOT

IndonesiaGelap
Tolak UU TNI","indonesiagelap tolak uu tni",0,"negative",5068
"Maaf Pak Prabowo, sampai kapan Bapak membiarkan bentrokan Mahasiswa dan Aparat Polri/TNI.
Mereka sama-sama rakyat (bawah), yang jadi korban terbitnya UU TNI yang URGENSINYA dipertanyakan.
Monggo, terbitkan Perppu, saya yakin mahasiswa tarik diri dari aksi. 
🙏🙏
@prabowo https://t.co/XlVxMj7wu5","maaf pak prabowo, sampai kapan bapak membiarkan bentrokan mahasiswa dan aparat polri/tni. mereka sama-sama rakyat (bawah), yang jadi korban terbitnya uu tni yang urgensinya dipertanyakan. monggo, terbitkan perppu, saya yakin mahasiswa tarik diri dari aksi. 🙏🙏",0,"negative",594
"@ursweetbbyyyy @prabowo dari awal janji di gembrot aja dah keliatan bakalan cuma omon2. dikira nyediain makan cukup pake vending mesin.  JANGAN PERNAH BERBISNIS DGN NEGARA. kalo umkm ato personal pasti rugi dan tertipu.","dari awal janji di gembrot aja dah keliatan bakalan cuma omon2. dikira nyediain makan cukup pake vending mesin. jangan pernah berbisnis dgn negara. kalo umkm ato personal pasti rugi dan tertipu.",0,"negative",6055
"@LeonPriceleon48 Solusi Prabowo buat banjir: Relokasi dengan Program 3 Juta Rumah","solusi prabowo buat banjir: relokasi dengan program 3 juta rumah",1,"neutral",7550
"@LeonPriceleon48 Rumah aman dari banjir lebih dekat dengan bantuan Prabowo","rumah aman dari banjir lebih dekat dengan bantuan prabowo",2,"positive",5797
"Ini janji Prabowo waktu kampanye di depan Kadin tahun lalu, biaya kuliah gratis, kesehatan gratis, tranportasi disubsidi. Mulai sein kiri belok kanan dilanjutkan, jadi cukup sudah kebohongan besar Prabowo setelah jadi presiden.","ini janji prabowo waktu kampanye di depan kadin tahun lalu, biaya kuliah gratis, kesehatan gratis, tranportasi disubsidi. mulai sein kiri belok kanan dilanjutkan, jadi cukup sudah kebohongan besar prabowo setelah jadi presiden.",2,"positive",3486
"@eradotid SUMPAH knp orang pemerintahan skrg kalo ngomong pada congkak dan asbun bgt. Mulai dari kasad soal dwifungsi, presiden yg udh blunder berkali-kali, para mentri. Suka sarkasin masyarakatnya, padahal harusnya lo tuh reassuring dan gercep njir.","sumpah knp orang pemerintahan skrg kalo ngomong pada congkak dan asbun bgt. mulai dari kasad soal dwifungsi, presiden yg udh blunder berkali-kali, para mentri. suka sarkasin masyarakatnya, padahal harusnya lo tuh reassuring dan gercep njir.",0,"negative",690
"@faridhcrb Negara yg SDM melimpah sampe kekurangan bahan bakar...
efect survey yang terlalu lebay terhadap kinerja presiden yang 10 tahun maupun yg baru 100 hari kerja 80% puas tapi kenyataannya dilapangan rakyat dibuat kecewa.
Tarif Pajak PPN tertinggi ke-2 seAsia tapi pelayanan nol besar","negara yg sdm melimpah sampe kekurangan bahan bakar... efect survey yang terlalu lebay terhadap kinerja presiden yang 10 tahun maupun yg baru 100 hari kerja 80% puas tapi kenyataannya dilapangan rakyat dibuat kecewa. tarif pajak ppn tertinggi ke-2 seasia tapi pelayanan nol besar",1,"neutral",3633
"@logos_id ""Tuntutan utama adalah mengakhiri pengaruh oligarki di pemerintahan, menolak pemotongan anggaran kesehatan, pendidikan &amp; jamsos"",

Sounds too familiar 🥲","""tuntutan utama adalah mengakhiri pengaruh oligarki di pemerintahan, menolak pemotongan anggaran kesehatan, pendidikan &amp; jamsos"", sounds too familiar 🥲",0,"negative",9381
"@STresnowati1 @UGMYogyakarta @jokowi @prabowo Ketegasan seorang pemimpin dalam penegakan hukum modal utama demi terciptanya ketahanan nasional,yang menjamin kepercayaan dunia internasional.","ketegasan seorang pemimpin dalam penegakan hukum modal utama demi terciptanya ketahanan nasional,yang menjamin kepercayaan dunia internasional.",2,"positive",8174
"Melihat 100 hari Kabinet Merah Putih, melangkah dengan optimis! https://t.co/cBZoTIq5hb","melihat 100 hari kabinet merah putih, melangkah dengan optimis!",1,"neutral",4509
"@hahihuhehohusn1 Jadi ini masterplan Prabowo membuka lapangan kerja (pls bisa membantu mengakhiri arc pengangguran saya dan teman teman saya)","jadi ini masterplan prabowo membuka lapangan kerja (pls bisa membantu mengakhiri arc pengangguran saya dan teman teman saya)",2,"positive",5611
"@dheppylovelly IHSG naik 4,79%, bukti kita semua solid dukung pemerintah, ekonomi tambah tangguh","ihsg naik 4,79%, bukti kita semua solid dukung pemerintah, ekonomi tambah tangguh",1,"neutral",9742
"CATAT DAN INGAT!

Presiden Prabowo melantik Bobby Nasution-Surya sebagai Gubsu dan Wagubsu periode 2025-2030. Berikut janji Bobby-Surya selama kampanye untuk pembangunan Sumut.

https://t.co/aGiXuc2kCa

#BobbyNasution #Surya #GubernurSumateraUtara #JanjiPolitik #JanjiBobbySurya https://t.co/bjnhLP6jt5","catat dan ingat! presiden prabowo melantik bobby nasution-surya sebagai gubsu dan wagubsu periode 2025-2030. berikut janji bobby-surya selama kampanye untuk pembangunan sumut.",2,"positive",3411
"@KevinNguyeeeen Kasian ya orang partainya, sampai harus berbusa untuk ngejelasin program yg ""Seharusnya"" menurut yg buat baik.

Masak ga ada yg mikir, lagi ada yg  ngegembosin pak presiden lewat manuver2 menteri titipan

Bayangin baru 100 hari udah gejolak terus publik lihat kebijakan pemerintah","kasian ya orang partainya, sampai harus berbusa untuk ngejelasin program yg ""seharusnya"" menurut yg buat baik. masak ga ada yg mikir, lagi ada yg ngegembosin pak presiden lewat manuver2 menteri titipan bayangin baru 100 hari udah gejolak terus publik lihat kebijakan pemerintah",1,"neutral",1512
"@berirahma Jurusan Ekonomi Pembangunan bisa kerja di berbagai tempat, seperti pemerintah (contoh: Bappenas), organisasi internasional (World Bank, UNDP), NGO, akademisi, atau sektor swasta. Di Indones","jurusan ekonomi pembangunan bisa kerja di berbagai tempat, seperti pemerintah (contoh: bappenas), organisasi internasional (world bank, undp), ngo, akademisi, atau sektor swasta. di indones",2,"positive",9665
"@muchlis_ar Hasil retreat kabinet juga gak ngefek. Dlm 100 hari sdh ada menteri yg mundur kalau tidak mau dikatakan dipecat. Tolok ukur keberhasilan retreat itu apa cobak...","hasil retreat kabinet juga gak ngefek. dlm 100 hari sdh ada menteri yg mundur kalau tidak mau dikatakan dipecat. tolok ukur keberhasilan retreat itu apa cobak...",1,"neutral",3754
"Prabowo hadirkan stimulus ekonomi yang bermanfaat buat menopang Ramadan dan Idul Fitri #BerkahRamadan2025","prabowo hadirkan stimulus ekonomi yang bermanfaat buat menopang ramadan dan idul fitri",2,"positive",6330
